ID,Brand,Model,Year,Color,Mileage,Price,Condition
7480,Volkswagen,Generic Model 3,2016,Blue,102640,36104,Used
7481,Nissan,Generic Model 1,1991,White,25861,30038,Used
7482,Tesla,Generic Model 1,2011,White,64127,20920,New
7483,Ford,F-150,1996,Silver,191809,51830,New
7484,Mazda,Generic Model 1,2013,Black,15800,56798,New
7485,Nissan,Generic Model 2,1991,Red,71642,77312,Used
7486,Ford,Edge,1999,Green,1538,71768,Used
7487,Toyota,Corolla,2021,Green,61955,77774,Used
7488,Ford,Edge,2014,Blue,175937,63823,New
7489,Jeep,Generic Model 1,2022,Green,25180,21629,Used
7490,Volvo,Generic Model 3,2001,Green,160428,53060,New
7491,Honda,Fit,1997,Green,40966,6393,New
7492,Chevrolet,Generic Model 1,1997,Green,197385,22138,Used
7493,Honda,CR-V,1996,Blue,64199,73912,New
7494,Tesla,Generic Model 1,2002,Green,139513,11620,New
7495,Chevrolet,Generic Model 1,2020,Silver,127946,57089,Used
7496,Mercedes-Benz,Generic Model 3,1993,Black,143988,35697,New
7497,Volvo,Generic Model 3,1999,Black,121711,15868,New
7498,Ford,Explorer,2012,White,22804,13387,Used
7499,Porsche,Generic Model 2,1990,Black,35352,37958,Used
7500,Jeep,Generic Model 1,1990,Black,82422,14278,Used
7501,Mazda,Generic Model 2,1994,Blue,110298,53501,Used
7502,Nissan,Generic Model 2,2016,Red,26803,73174,Used
7503,Volkswagen,Generic Model 3,1994,Green,155574,38087,New
7504,Mazda,Generic Model 2,2019,Red,60636,28990,New
7505,Porsche,Generic Model 2,2000,Blue,111728,41894,Used
7506,Honda,Civic,2022,White,6803,45920,Used
7507,Chevrolet,Generic Model 2,2010,White,187570,67141,Used
7508,Mercedes-Benz,Generic Model 3,1990,Red,139429,56749,New
7509,BMW,Generic Model 1,2014,Black,72998,61598,New
7510,Honda,Odyssey,2009,White,17938,65824,New
7511,Lexus,Generic Model 2,2004,Green,4600,51229,New
7512,Land Rover,Generic Model 3,2014,Blue,21317,49295,Used
7513,Volkswagen,Generic Model 2,1993,Blue,16250,60119,Used
7514,Ford,Edge,2001,Blue,143805,19490,New
7515,Porsche,Generic Model 1,2007,Blue,129779,7998,Used
7516,Subaru,Generic Model 3,2001,Black,14738,23323,New
7517,Porsche,Generic Model 3,1998,White,178437,33676,New
7518,Honda,Pilot,2019,Black,171605,11476,New
7519,Mercedes-Benz,Generic Model 3,2012,Black,83999,61334,Used
7520,Chevrolet,Generic Model 3,2021,White,11650,54047,New
7521,Mercedes-Benz,Generic Model 3,1990,Blue,34859,18454,New
7522,Chevrolet,Generic Model 1,2017,Green,155512,35049,Used
7523,Audi,Generic Model 3,1990,Red,197898,26024,Used
7524,Chevrolet,Generic Model 3,1998,Blue,50093,61784,Used
7525,Nissan,Generic Model 1,2003,Blue,115261,10903,New
7526,Land Rover,Generic Model 1,1997,Red,17399,69202,Used
7527,Subaru,Generic Model 2,2018,Blue,147047,33518,Used
7528,Toyota,Tacoma,2010,Black,187833,21891,Used
7529,Jeep,Generic Model 3,2003,Silver,102504,6426,Used
7530,Volvo,Generic Model 1,2006,White,176117,42704,New
7531,Nissan,Generic Model 1,2007,Green,162498,22218,Used
7532,Mazda,Generic Model 1,2009,Green,13950,61972,Used
7533,Hyundai,Generic Model 1,2022,Red,137042,66314,Used
7534,Toyota,Camry,2012,White,125254,72534,Used
7535,Tesla,Generic Model 1,2007,Blue,115690,34198,Used
7536,Subaru,Generic Model 2,2002,Blue,75694,31188,Used
7537,Subaru,Generic Model 1,1995,Black,104963,19306,Used
7538,Mercedes-Benz,Generic Model 2,2019,White,179362,27583,New
7539,Hyundai,Generic Model 3,2007,White,22087,9370,New
7540,Volvo,Generic Model 2,1994,White,192070,77667,Used
7541,Jeep,Generic Model 3,2011,Blue,182154,55520,Used
7542,Chevrolet,Generic Model 3,1990,White,4755,29683,Used
7543,BMW,Generic Model 3,2004,Black,157600,70852,Used
7544,Jeep,Generic Model 1,2010,Black,75534,48500,Used
7545,Tesla,Generic Model 2,2006,Red,113595,32504,New
7546,Volvo,Generic Model 2,2001,White,93907,22926,New
7547,Kia,Generic Model 1,2018,Blue,175268,17634,Used
7548,Honda,CR-V,2020,Red,73392,22089,Used
7549,Honda,Civic,2006,Red,111608,15270,Used
7550,Tesla,Generic Model 3,2014,Silver,126897,78733,Used
7551,Lexus,Generic Model 2,2004,Red,145992,51666,New
7552,Mazda,Generic Model 3,2007,Silver,161975,34296,New
7553,Land Rover,Generic Model 3,2012,Green,48665,70982,Used
7554,Volvo,Generic Model 1,2020,Red,99103,35212,Used
7555,Nissan,Generic Model 1,1996,White,19955,46807,New
7556,Jaguar,Generic Model 3,2002,Red,96197,76721,Used
7557,BMW,Generic Model 1,2005,White,159677,14872,Used
7558,Tesla,Generic Model 2,1995,Red,55419,69358,Used
7559,Tesla,Generic Model 1,1992,Silver,106692,56273,New
7560,Porsche,Generic Model 2,2015,Red,165099,58230,Used
7561,Kia,Generic Model 2,1991,White,100641,78954,Used
7562,Ford,Edge,2007,Silver,46993,46027,Used
7563,Nissan,Generic Model 1,2018,Black,91522,26130,New
7564,Subaru,Generic Model 1,1992,White,34500,36074,Used
7565,Ford,Edge,1997,Blue,35391,54557,Used
7566,Porsche,Generic Model 2,2022,Black,157400,57540,Used
7567,Jeep,Generic Model 1,1993,Blue,136925,46339,New
7568,Kia,Generic Model 1,1994,Red,96686,48829,New
7569,Subaru,Generic Model 1,1999,Red,137116,41817,New
7570,Volvo,Generic Model 1,2006,Red,31547,57429,New
7571,Honda,Odyssey,2015,Green,167267,57462,Used
7572,Volkswagen,Generic Model 1,1990,Red,41329,12796,New
7573,Hyundai,Generic Model 3,2018,Green,179717,75270,Used
7574,Tesla,Generic Model 2,2020,Black,171569,43968,New
7575,Kia,Generic Model 2,1995,Black,43524,13733,Used
7576,Ford,Focus,2003,Black,83339,42583,New
7577,Honda,CR-V,2015,White,96665,52005,New
7578,Honda,Pilot,1999,White,190672,9416,Used
7579,Honda,Accord,2003,Silver,162472,31207,New
7580,Audi,Generic Model 1,2006,Black,115235,7735,New
7581,Ford,F-150,1993,White,72665,44139,Used
7582,Nissan,Generic Model 3,2008,Black,37660,13297,Used
7583,Hyundai,Generic Model 2,2020,White,129306,18665,New
7584,Honda,CR-V,2005,Red,17011,76619,New
7585,Toyota,Highlander,1996,Silver,156989,29089,Used
7586,Chevrolet,Generic Model 1,2022,Silver,22448,69296,New
7587,Mazda,Generic Model 3,2005,Black,96435,51754,New
7588,Jaguar,Generic Model 3,2015,Red,177428,74425,New
7589,Chevrolet,Generic Model 1,2007,Green,52068,25612,Used
7590,Chevrolet,Generic Model 1,2017,Red,57700,13909,New
7591,Volvo,Generic Model 3,1991,Green,85556,77812,Used
7592,Volvo,Generic Model 3,2007,Black,18216,14569,New
7593,Lexus,Generic Model 2,2007,Green,108914,25606,New
7594,Jeep,Generic Model 3,2000,Silver,101270,76679,New
7595,Porsche,Generic Model 1,2005,Red,69610,15311,Used
7596,Tesla,Generic Model 2,2020,Silver,21265,18689,New
7597,Jeep,Generic Model 2,2020,Black,106529,32746,Used
7598,Volvo,Generic Model 2,1996,Silver,163925,24908,Used
7599,Ford,Explorer,2017,White,172132,56908,Used
7600,Mazda,Generic Model 2,2004,Green,95290,20205,Used
7601,Lexus,Generic Model 3,1997,White,179259,43093,Used
7602,Hyundai,Generic Model 1,2019,Red,60281,38871,Used
7603,Ford,Mustang,1991,Silver,139506,47203,New
7604,Land Rover,Generic Model 3,2015,Blue,26843,55730,New
7605,Jaguar,Generic Model 1,2014,Green,64995,58452,New
7606,Tesla,Generic Model 1,2015,Black,134926,24846,Used
7607,Jeep,Generic Model 1,2014,Green,109159,58876,New
7608,Volvo,Generic Model 3,2019,Blue,38412,31280,New
7609,Jeep,Generic Model 3,2021,Red,38946,64663,New
7610,Subaru,Generic Model 3,1997,Black,145246,29721,New
7611,Chevrolet,Generic Model 3,2015,Black,112346,26609,Used
7612,Ford,Explorer,1991,Red,34795,12953,New
7613,Subaru,Generic Model 1,2002,Black,194446,42475,New
7614,BMW,Generic Model 3,2007,Red,56429,49426,Used
7615,Subaru,Generic Model 2,2006,Silver,134929,18883,New
7616,Porsche,Generic Model 3,1999,Silver,63295,55734,Used
7617,Land Rover,Generic Model 2,2003,White,71237,75574,New
7618,Lexus,Generic Model 1,2005,Red,117060,21334,New
7619,Nissan,Generic Model 3,1991,White,43980,41424,New
7620,Honda,CR-V,2005,White,34244,25832,New
7621,Subaru,Generic Model 1,2021,Silver,101322,56276,Used
7622,Audi,Generic Model 2,1994,Black,159352,7661,New
7623,Volvo,Generic Model 1,1999,White,42453,55342,Used
7624,Chevrolet,Generic Model 1,1997,Red,83479,48557,Used
7625,Audi,Generic Model 3,2005,Blue,52566,66653,New
7626,Volvo,Generic Model 1,2005,Blue,49986,66299,New
7627,BMW,Generic Model 3,2010,Silver,116716,69477,New
7628,Nissan,Generic Model 1,2014,Black,184755,59199,New
7629,BMW,Generic Model 1,2000,Blue,102974,22506,New
7630,Porsche,Generic Model 3,2019,Red,69210,34908,New
7631,Audi,Generic Model 2,2007,White,142235,47210,Used
7632,Hyundai,Generic Model 3,2020,Green,114736,63233,Used
7633,Hyundai,Generic Model 2,2012,Silver,69319,53814,New
7634,Mazda,Generic Model 2,1998,White,81595,71326,Used
7635,Hyundai,Generic Model 2,2006,Black,192161,77040,Used
7636,Audi,Generic Model 3,2014,Black,102055,52346,Used
7637,Volvo,Generic Model 2,2022,Silver,155020,7421,Used
7638,Kia,Generic Model 1,2016,Silver,123066,35010,Used
7639,Tesla,Generic Model 1,2000,Red,186264,27399,Used
7640,Porsche,Generic Model 3,2002,Blue,110795,54499,New
7641,Audi,Generic Model 2,2020,Silver,9300,57483,Used
7642,Volkswagen,Generic Model 1,2015,Silver,158700,60581,New
7643,Volvo,Generic Model 3,1991,Blue,114755,56515,Used
7644,Land Rover,Generic Model 1,2014,Green,154814,25722,Used
7645,Kia,Generic Model 3,2016,Green,51606,20964,Used
7646,Nissan,Generic Model 2,1997,White,182557,55699,New
7647,Kia,Generic Model 1,2001,Silver,65400,15525,Used
7648,Subaru,Generic Model 3,1997,Red,9380,21855,New
7649,Kia,Generic Model 3,1999,Red,114730,10542,New
7650,Volkswagen,Generic Model 2,2005,White,119553,47693,Used
7651,Jeep,Generic Model 3,2011,Green,58540,39314,New
7652,Kia,Generic Model 2,2013,Silver,188098,47985,Used
7653,BMW,Generic Model 3,2000,Green,112377,74691,Used
7654,Hyundai,Generic Model 3,2013,Red,11641,34821,New
7655,Audi,Generic Model 1,2017,Red,141930,57100,Used
7656,Mazda,Generic Model 1,1999,Green,82963,66209,Used
7657,Audi,Generic Model 2,2009,Black,57619,78659,New
7658,Toyota,Corolla,1992,Silver,123121,57182,New
7659,Audi,Generic Model 1,2018,White,98893,55215,New
7660,Mazda,Generic Model 1,1990,Silver,194986,29943,New
7661,Lexus,Generic Model 1,1996,White,6997,57724,New
7662,Volvo,Generic Model 2,2012,Red,154422,32947,Used
7663,Mercedes-Benz,Generic Model 2,2004,Blue,25781,52801,New
7664,Kia,Generic Model 1,2013,Blue,3598,13868,New
7665,Audi,Generic Model 2,1990,Red,91489,49526,New
7666,Toyota,RAV4,2014,Black,35079,64236,Used
7667,Nissan,Generic Model 1,2001,Red,14419,14123,Used
7668,Porsche,Generic Model 2,2020,Silver,51696,27416,Used
7669,BMW,Generic Model 1,2009,Red,82040,8649,New
7670,Honda,Accord,1994,Red,65643,41638,New
7671,Mazda,Generic Model 3,2012,Black,145023,65226,Used
7672,Mercedes-Benz,Generic Model 1,1990,Red,8609,36710,Used
7673,Kia,Generic Model 1,2010,Blue,21542,18847,Used
7674,BMW,Generic Model 2,2015,Blue,156091,6655,New
7675,Hyundai,Generic Model 1,2020,Silver,160603,11329,Used
7676,Land Rover,Generic Model 2,2019,White,22343,65013,Used
7677,Lexus,Generic Model 3,2017,Red,110422,61639,New
7678,Jeep,Generic Model 2,2017,Green,126062,60022,Used
7679,Land Rover,Generic Model 2,1997,White,122580,61768,Used
7680,Porsche,Generic Model 3,1990,Blue,10598,34969,Used
7681,Nissan,Generic Model 2,1997,White,70229,20493,New
7682,Volkswagen,Generic Model 1,1999,Black,4071,12763,New
7683,Volvo,Generic Model 3,2008,Blue,108232,34533,New
7684,Jeep,Generic Model 2,2021,Black,43690,6744,New
7685,Volkswagen,Generic Model 3,1995,Red,168723,35752,Used
7686,Audi,Generic Model 2,1996,Red,132868,32529,New
7687,Jeep,Generic Model 1,2006,Red,102289,36451,Used
7688,Honda,Fit,2021,Green,94882,54663,Used
7689,Land Rover,Generic Model 1,2018,Blue,93384,45658,New
7690,Volvo,Generic Model 1,2001,White,14138,47624,New
7691,Tesla,Generic Model 3,1999,Red,95357,25565,New
7692,Ford,Focus,2008,White,39936,33406,Used
7693,Toyota,Highlander,2008,Silver,36570,45888,New
7694,Honda,CR-V,2011,White,67562,11689,New
7695,Mazda,Generic Model 1,2013,Blue,116986,34965,Used
7696,Ford,Escape,2002,Black,143713,18847,New
7697,Porsche,Generic Model 2,2002,Green,157759,60536,Used
7698,Honda,Fit,1999,Silver,82859,48892,Used
7699,Tesla,Generic Model 2,2002,Green,42504,28212,New
7700,Toyota,RAV4,1996,Silver,109776,5122,Used
7701,Mazda,Generic Model 1,2019,Green,146268,65165,Used
7702,Honda,Pilot,2010,Blue,128159,29481,New
7703,Ford,Mustang,2021,Blue,16555,7889,Used
7704,Ford,Explorer,2010,Black,19864,29524,Used
7705,Mazda,Generic Model 2,1994,Green,41131,16856,Used
7706,Chevrolet,Generic Model 2,1991,Black,158205,53528,Used
7707,BMW,Generic Model 2,2019,White,92009,55241,New
7708,Lexus,Generic Model 1,2016,Black,4994,73268,New
7709,Honda,Pilot,1994,Blue,191298,17905,Used
7710,Chevrolet,Generic Model 1,1996,Red,14313,38885,Used
7711,Tesla,Generic Model 3,2018,White,80084,66465,Used
7712,Toyota,Highlander,2002,White,34046,49686,New
7713,Mercedes-Benz,Generic Model 1,1994,Silver,177743,68818,New
7714,Land Rover,Generic Model 1,2009,Black,189325,61733,Used
7715,Lexus,Generic Model 1,2001,Red,179666,72173,Used
7716,Tesla,Generic Model 2,2006,Black,18077,73699,New
7717,Kia,Generic Model 2,2019,Green,133267,22128,New
7718,Mazda,Generic Model 3,2000,Red,132431,32295,Used
7719,Jeep,Generic Model 1,2009,Blue,32240,72637,Used
7720,Hyundai,Generic Model 1,2012,White,115190,19160,Used
7721,Jaguar,Generic Model 2,2020,White,87313,51159,New
7722,Tesla,Generic Model 3,2017,Red,61215,37916,Used
7723,Volkswagen,Generic Model 2,2002,White,109975,8258,Used
7724,Lexus,Generic Model 2,2009,White,32841,37096,New
7725,Ford,Escape,1993,Blue,139948,46926,Used
7726,Porsche,Generic Model 2,2015,Red,139755,49158,New
7727,Mercedes-Benz,Generic Model 2,2000,Green,40257,39463,Used
7728,Lexus,Generic Model 1,1999,Blue,77924,8622,New
7729,Jeep,Generic Model 2,1997,Black,93545,28934,New
7730,Nissan,Generic Model 2,2015,Blue,121769,74702,Used
7731,Volvo,Generic Model 2,1994,Silver,53435,39558,Used
7732,Jaguar,Generic Model 1,2020,Red,127745,56918,Used
7733,Hyundai,Generic Model 2,2021,Silver,21016,19609,New
7734,Nissan,Generic Model 3,1999,Silver,158780,37172,Used
7735,Toyota,Prius,2002,Blue,75555,7980,Used
7736,Tesla,Generic Model 2,2014,Red,131066,19180,New
7737,Jeep,Generic Model 2,2002,Silver,36547,78793,Used
7738,Ford,Escape,2018,Silver,173253,67191,Used
7739,Audi,Generic Model 3,2012,Red,147219,79413,Used
7740,Jaguar,Generic Model 1,2007,Silver,71158,33902,Used
7741,Land Rover,Generic Model 1,2002,Red,17676,66602,New
7742,Land Rover,Generic Model 1,2019,White,192731,22792,Used
7743,BMW,Generic Model 1,2000,Black,151562,65199,Used
7744,Tesla,Generic Model 1,2020,Green,181843,11363,New
7745,Mazda,Generic Model 2,1991,Black,80755,18517,New
7746,Volkswagen,Generic Model 3,1998,Black,849,10352,New
7747,Honda,CR-V,2000,White,143690,49806,New
7748,Volvo,Generic Model 3,2013,Red,66487,52987,Used
7749,Subaru,Generic Model 3,2010,Black,51854,38177,Used
7750,Mazda,Generic Model 1,2013,White,188732,62315,New
7751,Volkswagen,Generic Model 1,2020,Blue,41869,31121,New
7752,Porsche,Generic Model 3,2011,Green,184880,45529,Used
7753,Mazda,Generic Model 2,2020,Red,196685,35381,Used
7754,Lexus,Generic Model 2,1998,White,156676,40486,New
7755,Mercedes-Benz,Generic Model 1,2012,Blue,34660,47079,Used
7756,Audi,Generic Model 2,1990,White,72925,31778,Used
7757,Audi,Generic Model 1,1992,Blue,146698,6630,New
7758,Toyota,Camry,1995,White,137974,42663,Used
7759,Porsche,Generic Model 2,2003,White,159899,52074,Used
7760,Jaguar,Generic Model 3,2018,Silver,191058,9928,New
7761,BMW,Generic Model 2,1995,Blue,75135,11098,Used
7762,Jeep,Generic Model 1,1991,Black,38346,46063,Used
7763,Honda,Accord,2001,Silver,21568,33235,New
7764,Subaru,Generic Model 1,2005,Red,17585,5029,New
7765,Toyota,Prius,2008,Black,120274,42774,Used
7766,Subaru,Generic Model 3,2007,Blue,141700,72317,New
7767,Lexus,Generic Model 2,2022,Black,27579,56380,New
7768,Volvo,Generic Model 2,2022,Black,51728,67556,New
7769,Chevrolet,Generic Model 1,2013,Green,94172,66311,Used
7770,Tesla,Generic Model 2,1993,Black,147862,75615,Used
7771,Hyundai,Generic Model 1,2021,Black,143022,76371,Used
7772,Hyundai,Generic Model 3,2008,Silver,91200,63394,Used
7773,Porsche,Generic Model 3,1990,Red,44008,17244,New
7774,Jaguar,Generic Model 1,2014,Green,70877,56919,Used
7775,Volvo,Generic Model 3,2003,White,161829,66185,Used
7776,Volkswagen,Generic Model 1,2000,White,52429,39201,Used
7777,Volkswagen,Generic Model 2,2017,Red,194843,18692,New
7778,Lexus,Generic Model 2,1996,White,92877,72092,Used
7779,Porsche,Generic Model 1,2021,Green,30201,57774,New
7780,Honda,Fit,1996,Black,48228,39808,Used
7781,Kia,Generic Model 1,1993,Red,140356,50398,Used
7782,Mercedes-Benz,Generic Model 2,1994,Blue,8685,38111,New
7783,Subaru,Generic Model 2,2013,White,15191,72750,Used
7784,Jaguar,Generic Model 2,2021,Green,26208,62462,Used
7785,Land Rover,Generic Model 3,1999,Black,144613,19118,New
7786,Mazda,Generic Model 2,2016,Green,94351,27933,New
7787,Chevrolet,Generic Model 1,2021,Green,38550,36359,Used
7788,Mercedes-Benz,Generic Model 3,2009,Red,25460,15519,Used
7789,Chevrolet,Generic Model 1,2013,Red,75828,63427,New
7790,Kia,Generic Model 2,2003,White,109421,69431,New
7791,Audi,Generic Model 1,1998,Black,81031,53258,New
7792,Kia,Generic Model 2,2011,White,194085,70900,Used
7793,Volvo,Generic Model 3,1993,Red,51133,14467,Used
7794,Hyundai,Generic Model 3,1995,White,66613,27579,Used
7795,Lexus,Generic Model 2,2006,Silver,139508,24178,New
7796,Jeep,Generic Model 3,2003,Red,63362,75219,Used
7797,Jaguar,Generic Model 3,2001,Blue,90580,51875,Used
7798,Ford,Edge,1997,Silver,67352,74797,Used
7799,BMW,Generic Model 3,1996,Red,171191,49425,New
7800,Lexus,Generic Model 2,2019,White,136654,52023,Used
7801,Chevrolet,Generic Model 1,2006,Red,76698,66417,Used
7802,Subaru,Generic Model 1,1998,Red,116515,18090,Used
7803,Ford,Mustang,2012,White,65144,50618,New
7804,Jaguar,Generic Model 2,2016,Red,108606,37938,Used
7805,Land Rover,Generic Model 3,2013,Blue,167962,73397,New
7806,Mazda,Generic Model 2,1993,Green,58403,23645,Used
7807,Chevrolet,Generic Model 2,2014,Black,84000,43300,New
7808,Volvo,Generic Model 3,1990,Red,45597,22918,New
7809,Volkswagen,Generic Model 1,2009,Blue,121671,8864,Used
7810,Toyota,Camry,2007,Black,2212,62848,Used
7811,Ford,Mustang,2011,Black,161082,50396,New
7812,Audi,Generic Model 2,2013,Blue,163505,37888,Used
7813,Mazda,Generic Model 1,1993,Red,25059,47626,Used
7814,Tesla,Generic Model 2,1990,White,159461,7601,New
7815,BMW,Generic Model 1,1996,Blue,38071,20616,Used
7816,Honda,Fit,2000,Silver,40878,52700,New
7817,Jaguar,Generic Model 3,1996,Green,21689,55942,New
7818,Chevrolet,Generic Model 3,2010,White,17541,53747,New
7819,Nissan,Generic Model 1,2022,Blue,150273,42690,New
7820,Audi,Generic Model 2,2003,White,137300,73449,Used
7821,Subaru,Generic Model 2,2013,Red,106573,33289,Used
7822,Mazda,Generic Model 2,2005,White,32546,58369,New
7823,Nissan,Generic Model 1,2000,Black,51939,48019,Used
7824,Hyundai,Generic Model 2,2006,White,44571,39837,Used
7825,Ford,Mustang,1993,Blue,173786,40952,Used
7826,Honda,Pilot,1992,Silver,121692,45901,New
7827,Porsche,Generic Model 3,2016,Red,134045,26614,Used
7828,Hyundai,Generic Model 3,1991,Silver,120791,43167,New
7829,Jaguar,Generic Model 2,1990,Red,188165,39685,New
7830,Chevrolet,Generic Model 3,2012,Red,65957,13709,New
7831,Toyota,RAV4,2022,Red,152112,47705,Used
7832,Hyundai,Generic Model 1,1992,Blue,92768,57960,Used
7833,Mazda,Generic Model 1,1992,Blue,33799,20563,Used
7834,BMW,Generic Model 1,2002,Red,53674,62625,New
7835,Land Rover,Generic Model 3,2018,Silver,191437,58541,New
7836,Mazda,Generic Model 1,1992,White,64063,5943,New
7837,Volkswagen,Generic Model 3,2004,White,73210,16380,Used
7838,Kia,Generic Model 2,1991,Silver,108344,11204,New
7839,Jeep,Generic Model 3,2014,Blue,186437,60667,Used
7840,Jeep,Generic Model 1,1990,White,81517,33131,New
7841,Volvo,Generic Model 3,2006,Silver,20656,43668,New
7842,Land Rover,Generic Model 2,1995,Blue,138843,75544,Used
7843,Ford,Edge,2000,Red,92606,22414,New
7844,Jeep,Generic Model 2,2003,Red,15136,32214,Used
7845,Porsche,Generic Model 2,2004,Blue,183989,23337,New
7846,Tesla,Generic Model 1,1992,Black,62190,44408,Used
7847,Subaru,Generic Model 1,2015,Blue,17378,38801,New
7848,Kia,Generic Model 1,2009,Blue,109,42578,New
7849,Kia,Generic Model 3,2009,Red,142551,70983,Used
7850,Honda,Pilot,2017,Black,65708,57553,Used
7851,Land Rover,Generic Model 2,2021,Black,41971,8889,Used
7852,Volvo,Generic Model 3,2002,White,22086,13870,Used
7853,Ford,F-150,1999,Green,27376,24852,Used
